,state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_charge,tenor_years,total_minutes,avg_price_per_min,total_calls
836,IL,81,415,375-3658,0,1,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0,0,65.15,6,614.3,0.10605567312388085,321
837,NC,64,510,341-2603,1,1,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,0,0,48.79,5,545.6,0.08942448680351905,319
838,VT,107,510,342-5062,0,1,28,201.8,79,34.31,304.9,128,25.92,225.6,133,10.15,11.9,8,3.21,1,0,73.59,8,744.1999999999999,0.0988847084117173,348
839,DC,88,415,354-1558,0,1,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,0,69.02,7,646.0000000000001,0.10684210526315786,269
840,VT,111,408,351-9537,0,0,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9.0,6,2.43,3,0,52.44,9,604.1,0.08680682006290348,348
841,NV,77,415,401-1252,0,0,0,239.2,114,40.66,150.0,115,12.75,160.8,81,7.24,10.3,2,2.78,5,0,63.43,6,560.3,0.11320721042298769,312
842,OR,67,415,366-9538,1,0,0,120.9,58,20.55,235.0,88,19.98,95.1,130,4.28,11.4,11,3.08,2,0,47.89,5,462.4,0.10356833910034603,287
843,AL,102,408,364-7622,0,0,0,224.7,81,38.2,129.4,112,11.0,167.6,109,7.54,15.8,6,4.27,1,0,61.010000000000005,8,537.5,0.11350697674418606,308
844,ND,146,408,393-9918,0,1,19,176.6,88,30.02,162.7,66,13.83,215.5,98,9.7,14.6,6,3.94,1,0,57.489999999999995,12,569.4,0.10096592904812082,258
845,FL,144,415,376-4484,0,1,51,283.9,98,48.26,192.0,109,16.32,196.3,85,8.83,10.0,4,2.7,1,0,76.11,12,682.2,0.1115655233069481,296
846,NE,96,415,410-6791,0,0,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1,1,63.010000000000005,8,677.4,0.09301741954532035,335
847,ND,70,415,343-2392,0,1,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,0,52.24,5,585.3,0.08925337433794636,282
848,ME,149,408,408-4323,0,0,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,0,68.53,12,646.5,0.1060015467904099,306
849,IL,129,415,395-1718,0,0,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,2,0,63.71999999999999,10,583.7,0.10916566729484321,300
850,WA,166,408,354-9492,0,0,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0,0,65.14,13,584.1999999999999,0.11150290996234168,343
851,MA,136,408,367-8168,1,0,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3,1,58.129999999999995,11,494.4,0.11757686084142395,273
852,KS,149,510,340-3500,0,0,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,0,73.06,12,727.7,0.10039851587192523,267
853,RI,70,415,369-4962,0,0,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,0,56.71,5,638.4,0.08883145363408522,305
854,MO,120,415,334-8967,0,1,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,0,70.92,10,707.7,0.10021195421788893,308
855,IA,66,510,402-2377,0,0,0,256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,7,1.67,2,0,68.99,5,630.0,0.1095079365079365,383
856,WY,104,408,366-3917,0,0,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,0,54.58,8,532.1,0.10257470400300694,345
857,NV,160,415,333-3531,0,0,0,176.2,90,29.95,196.0,115,16.66,263.9,95,11.88,9.2,4,2.48,1,0,60.97,13,645.3,0.09448318611498528,304
858,WI,129,415,333-8954,0,1,37,205.0,94,34.85,165.4,103,14.06,185.0,81,8.32,11.7,8,3.16,1,0,60.39,10,567.1,0.10648915535178981,286
859,AL,93,408,374-9203,0,0,0,267.9,114,45.54,223.0,74,18.96,262.7,90,11.82,11.3,3,3.05,3,1,79.36999999999999,7,764.8999999999999,0.10376519806510656,281
860,HI,169,415,334-3289,0,0,0,179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,2,0,58.31,14,592.9,0.09834710743801654,339
861,MO,58,415,353-7822,0,0,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1,0,55.55,4,570.3,0.0974048746273891,361
862,CA,75,510,350-1422,0,1,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3,0,59.38,6,669.1999999999999,0.08873281530185297,363
863,MO,45,408,385-8406,0,0,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,1,0,61.419999999999995,3,590.4999999999999,0.10401354784081288,303
864,CT,155,510,380-7277,0,0,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3,0,49.74,12,438.2,0.11350981287083524,323
865,MD,52,415,352-1798,0,0,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4,0,59.86000000000001,4,545.6,0.10971407624633432,324
866,OH,119,415,385-7922,0,1,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3.0,0,0,69.81,9,645.9,0.10808174640037158,344
867,NV,86,510,353-7730,0,0,0,141.3,72,24.02,154.3,95,13.12,210.6,91,9.48,8.2,5,2.21,1,0,48.830000000000005,7,514.4000000000001,0.09492612752721617,263
868,MD,42,408,337-7163,0,0,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4.0,7,1.08,0,0,61.44,3,585.0,0.10502564102564102,324
869,NE,127,510,348-5567,1,0,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2.0,2,0,61.81,10,647.6999999999999,0.0954299830168288,341
870,OH,123,408,420-9575,0,0,0,105.0,150,17.85,251.6,90,21.39,258.0,93,11.61,14.9,5,4.02,0,0,54.870000000000005,10,629.5,0.08716441620333598,338
871,MA,98,510,366-3358,0,0,0,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3.0,4,1,78.13,8,757.6,0.10312829989440336,345
872,OK,149,510,359-9972,0,1,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1,0,63.79,12,633.6999999999999,0.10066277418336754,284
873,MA,160,408,387-3332,0,0,0,166.8,109,28.36,236.0,117,20.06,307.6,77,13.84,9.3,1,2.51,1,0,64.77000000000001,13,719.7,0.08999583159649854,304
874,WA,103,415,354-6960,0,0,0,204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5,0,58.5,8,558.6999999999999,0.10470735636298552,318
875,HI,132,415,405-3335,0,1,15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,0,56.309999999999995,11,557.9,0.10093206667861623,328
876,CO,137,415,379-4257,0,0,0,127.0,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1,0,57.57000000000001,11,601.6,0.09569481382978724,311
877,FL,129,415,355-4992,1,0,0,267.4,78,45.46,204.2,85,17.36,111.7,146,5.03,5.9,4,1.59,1,0,69.44,10,589.1999999999999,0.11785471826205025,313
878,WI,62,415,383-6373,0,0,0,281.0,66,47.77,160.6,108,13.65,77.9,74,3.51,0.0,0,0.0,1,0,64.93,5,519.5,0.12498556304138596,248
879,ID,122,510,382-7993,0,1,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,0,75.61,10,672.9,0.11236439292614059,318
880,WY,32,408,422-5865,0,0,0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1,0,56.78,2,570.3,0.09956163422759952,255
881,GA,86,510,410-9961,0,0,0,124.1,82,21.1,202.6,120,17.22,289.6,119,13.03,6.7,8,1.81,3,0,53.160000000000004,7,623.0,0.08532905296950241,329
882,FL,130,415,343-9946,0,0,0,162.8,113,27.68,290.3,111,24.68,114.9,140,5.17,7.2,3,1.94,1,0,59.47,10,575.2,0.10339012517385256,367
883,WY,42,408,357-7060,0,0,0,146.3,84,24.87,255.9,113,21.75,45.0,117,2.03,8.0,12,2.16,1,0,50.81,3,455.20000000000005,0.11162126537785588,326
884,DE,73,415,355-9541,0,0,0,254.8,85,43.32,143.4,80,12.19,153.9,102,6.93,15.0,7,4.05,2,0,66.49,6,567.1,0.11724563569035443,274
885,ME,66,408,378-4145,0,1,26,254.9,108,43.33,243.2,135,20.67,190.8,95,8.59,5.4,3,1.46,2,0,74.05,5,694.3000000000001,0.10665418407028661,341
886,DC,103,510,386-2317,0,1,31,107.7,124,18.31,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,0,0,45.599999999999994,8,501.7,0.09089097069962128,329
887,IA,128,408,335-8146,0,0,0,158.8,75,27.0,264.8,91,22.51,270.0,77,12.15,7.6,7,2.05,1,0,63.71,10,701.2,0.09085852823730747,250
888,CO,104,415,377-2235,0,0,0,182.9,113,31.09,239.6,85,20.37,229.8,104,10.34,5.5,4,1.49,2,0,63.29,8,657.8,0.09621465491030709,306
889,MN,103,415,386-9141,0,0,0,198.5,112,33.75,42.5,90,3.61,179.2,124,8.06,12.4,5,3.35,0,0,48.77,8,432.59999999999997,0.11273693943596858,331
890,VT,124,415,416-5623,0,0,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12.0,2,3.24,0,0,61.5,10,603.4,0.10192243950944647,299
891,AZ,87,510,327-3053,0,0,0,110.9,91,18.85,158.5,115,13.47,207.5,131,9.34,6.2,5,1.67,1,0,43.33,7,483.09999999999997,0.08969157524322087,342
892,LA,109,415,395-6195,0,1,27,166.9,85,28.37,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1,1,59.370000000000005,9,597.7,0.09933076794378451,278
893,MO,167,415,397-8772,1,0,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2,0,57.63,13,493.0,0.11689655172413793,309
894,ME,97,510,346-7656,0,0,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4,1,46.910000000000004,8,496.6,0.09446234393878374,263
895,MD,106,415,343-2350,0,0,0,165.3,118,28.1,210.0,101,17.85,187.2,93,8.42,8.5,3,2.3,2,0,56.67,8,571.0,0.09924693520140106,315
896,VT,125,415,372-4722,0,0,0,126.7,113,21.54,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,2,0,47.93,10,502.79999999999995,0.09532617342879873,363
897,DC,108,408,399-8615,0,1,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,0,66.73,9,627.4,0.1063595792158113,327
898,WY,125,415,379-8248,0,0,0,140.1,132,23.82,209.6,126,17.82,264.1,77,11.88,8.0,2,2.16,1,0,55.68000000000001,10,621.8,0.08954647796719203,337
899,VA,89,415,414-6219,0,1,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1,0,69.35,7,692.6000000000001,0.10012994513427662,316
900,VA,72,510,387-1343,1,1,29,139.8,114,23.77,138.2,91,11.75,221.0,88,9.95,5.5,6,1.49,0,0,46.96,6,504.5,0.09308225966303271,299
901,CT,23,510,370-5527,0,0,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2,1,85.46,1,725.6,0.11777839029768467,383
902,HI,149,510,393-8736,0,0,0,166.6,61,28.32,218.8,107,18.6,208.3,131,9.37,8.2,6,2.21,7,0,58.5,12,601.9000000000001,0.09719222462203023,305
903,WI,73,415,402-7626,0,0,0,214.2,90,36.41,196.8,78,16.73,157.9,112,7.11,5.9,8,1.59,0,0,61.84,6,574.8,0.10758524704244957,288
904,MD,61,415,370-2688,0,0,0,260.0,123,44.2,210.5,127,17.89,234.7,70,10.56,9.0,3,2.43,1,1,75.08000000000001,5,714.2,0.10512461495379447,323
905,WV,161,415,418-9036,0,0,0,191.9,113,32.62,70.9,87,6.03,204.8,107,9.22,13.4,4,3.62,4,1,51.489999999999995,13,481.0,0.10704781704781703,311
906,VT,73,408,417-2035,0,0,0,213.0,95,36.21,188.8,104,16.05,136.2,89,6.13,13.5,3,3.65,0,0,62.040000000000006,6,551.5,0.11249320036264733,291
907,UT,118,415,355-3602,0,1,24,118.1,83,20.08,109.6,72,9.32,245.5,73,11.05,16.9,2,4.56,1,0,45.010000000000005,9,490.09999999999997,0.09183840032646401,230
908,CO,23,408,393-4027,0,0,0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15.0,4,4.05,6,0,60.41,1,591.4000000000001,0.1021474467365573,274
909,NC,127,415,418-5141,0,1,25,82.2,95,13.97,163.3,109,13.88,264.9,104,11.92,5.1,6,1.38,0,0,41.150000000000006,10,515.5,0.07982541222114453,314
910,NJ,42,415,406-1247,0,1,32,163.8,80,27.85,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,0,0,53.72,3,540.1,0.09946306239585262,314
911,AR,118,415,402-3892,0,0,0,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5,1,85.7,9,807.2,0.10616947472745292,368
912,IA,45,510,332-2965,0,0,0,159.8,91,27.17,120.4,86,10.23,163.0,93,7.34,10.6,3,2.86,2,0,47.60000000000001,3,453.80000000000007,0.10489202291758484,273
913,GA,50,408,377-1218,0,1,24,214.3,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1,0,77.98,4,827.2,0.09426982591876208,318
914,MO,179,510,355-2464,0,0,0,287.3,123,48.84,288.0,114,24.48,266.0,112,11.97,10.5,4,2.84,0,1,88.13000000000001,14,851.8,0.10346325428504345,353
915,MO,152,408,404-4611,0,0,0,101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,2,0,40.2,12,448.8,0.08957219251336898,336
916,WY,105,415,373-2339,0,0,0,102.8,74,17.48,281.7,125,23.94,228.1,113,10.26,13.2,5,3.56,2,0,55.24,8,625.8000000000001,0.08827101310322787,317
917,HI,72,415,410-3503,0,0,0,109.1,97,18.55,115.7,96,9.83,295.8,84,13.31,8.3,6,2.24,0,0,43.93000000000001,6,528.9,0.08305917942900361,283
918,PA,52,408,410-4739,0,0,0,215.9,67,36.7,217.0,108,18.45,342.8,130,15.43,5.2,2,1.4,1,0,71.98000000000002,4,780.9000000000001,0.09217569471123065,307
919,TX,125,415,365-3562,0,0,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11.0,4,2.97,1,0,57.059999999999995,10,533.6,0.10693403298350823,324
920,VA,143,510,387-7641,0,0,0,110.1,113,18.72,169.0,59,14.37,166.7,94,7.5,9.2,2,2.48,1,0,43.06999999999999,11,455.0,0.09465934065934065,268
921,RI,65,415,385-9744,0,0,0,111.0,51,18.87,219.8,84,18.68,202.0,89,9.09,4.4,14,1.19,1,0,47.83,5,537.1999999999999,0.08903574087862993,238
922,WI,80,415,398-5006,0,0,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,1,0,71.78000000000002,6,755.8,0.09497221487165919,283
923,MS,1,415,408-3977,0,0,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,0,47.74999999999999,0,489.8,0.09748877092690893,255
924,KY,60,408,334-2729,0,0,0,135.4,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1,0,51.83,5,553.1999999999999,0.09369125090383226,326
925,NC,43,415,334-7685,0,0,0,84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,1,0,32.92,3,371.90000000000003,0.08851841892981983,318
926,NV,143,415,350-9228,0,0,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14.0,6,3.78,0,0,56.42999999999999,11,508.79999999999995,0.11090801886792452,303
927,UT,81,415,407-5774,0,1,24,130.1,117,22.12,196.0,61,16.66,139.3,123,6.27,11.4,5,3.08,0,0,48.129999999999995,6,476.8,0.10094379194630872,306
928,ME,205,510,413-4039,0,1,24,175.8,139,29.89,155.0,98,13.18,180.7,64,8.13,7.8,5,2.11,2,0,53.31,17,519.3,0.10265742345465051,306
929,HI,24,415,343-2077,0,0,0,241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1,0,64.88999999999999,2,608.2,0.10669187767181845,326
930,OH,74,415,336-5661,0,0,0,136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,0,0,57.26,6,640.3999999999999,0.08941286695815118,329
931,WV,77,510,355-4143,0,0,0,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12.0,2,3.24,1,0,42.02,6,511.9,0.08208634498925572,293
932,OK,74,415,366-5918,0,0,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10.0,2,2.7,1,0,69.89,6,671.7,0.10404942682745273,312
933,KY,74,510,368-7555,1,0,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1,1,52.18,6,555.0,0.09401801801801801,346
934,AL,200,408,408-2119,0,0,0,128.2,87,21.79,133.2,105,11.32,177.6,123,7.99,11.2,2,3.02,1,0,44.120000000000005,16,450.2,0.09800088849400268,317
935,MD,86,408,329-2789,0,0,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,13.0,3,3.51,4,0,72.44000000000001,7,717.9,0.10090541858197523,290
936,NE,91,510,334-1508,0,1,37,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0,0,62.43,7,682.8000000000001,0.09143233743409489,320
937,DC,76,415,337-1506,0,0,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,0,60.8,6,562.8000000000001,0.10803127221037667,294
938,TX,130,415,396-8400,0,0,0,120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,1,0,52.62,10,594.5999999999999,0.08849646821392533,288
939,OH,56,408,349-2654,0,0,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,0,47.47,4,582.9999999999999,0.0814236706689537,302
940,DE,117,415,417-2716,0,0,0,168.8,137,28.7,241.4,107,20.52,204.8,106,9.22,15.5,4,4.19,0,0,62.629999999999995,9,630.5,0.09933386201427438,354
941,IA,63,510,402-1725,0,0,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,0,62.64,5,677.5,0.09245756457564576,286
942,VT,126,415,403-3229,0,0,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,0,0,61.51,10,581.8,0.10572361636301135,314
943,OR,132,510,353-6056,0,0,0,191.9,107,32.62,206.9,127,17.59,272.0,88,12.24,12.6,2,3.4,1,0,65.85,11,683.4,0.09635645302897278,324
944,NV,81,415,399-9802,0,1,28,167.9,147,28.54,190.7,105,16.21,193.0,103,8.69,9.2,6,2.48,4,1,55.919999999999995,6,560.8000000000001,0.09971469329529242,361
945,NC,122,415,366-7069,0,0,0,180.0,88,30.6,145.0,77,12.33,233.7,120,10.52,11.5,6,3.11,2,0,56.56,10,570.2,0.09919326552086986,291
946,NJ,46,408,332-5949,0,0,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2,1,78.77000000000001,3,736.3,0.10698085019693061,270
947,MN,150,415,393-6376,0,1,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11.0,4,2.97,1,0,56.129999999999995,12,556.9,0.10079008798707129,289
948,ID,99,408,354-7025,0,0,0,159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,1,0,54.14,8,579.1999999999999,0.09347375690607736,321
949,AL,87,408,351-6585,0,0,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11.0,3,2.97,1,0,70.01,7,644.0999999999999,0.10869430212699893,295
950,AK,108,415,330-5462,0,0,0,103.0,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1,0,47.9,9,523.4,0.0915170042032862,324
951,VT,101,415,407-2292,0,0,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4,0,58.0,8,595.7,0.09736444519053214,257
952,PA,53,415,340-3011,0,0,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3,0,58.129999999999995,4,525.8000000000001,0.11055534423735258,325
953,AK,132,415,345-9153,0,1,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,0,58.25,11,597.0,0.09757118927973199,308
954,CA,158,510,379-5503,0,0,0,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2,0,57.830000000000005,13,609.7,0.09484992619320978,359
955,MS,114,415,389-6790,0,1,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,0,57.230000000000004,9,594.5999999999999,0.09624957954927685,359
956,AR,77,415,408-3610,0,1,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2,0,62.43,6,605.9,0.10303680475325962,250
957,NV,144,415,375-8238,1,0,0,150.0,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,0,60.919999999999995,12,635.9,0.09580122660795722,278
958,AL,91,510,378-5633,0,1,23,232.4,97,39.51,186.0,88,15.81,190.5,128,8.57,12.3,3,3.32,3,0,67.21,7,621.1999999999999,0.10819381841596909,316
959,GA,58,408,389-9120,0,0,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2,0,50.13,4,487.70000000000005,0.10278859954890301,310
960,AR,5,415,380-2758,0,0,0,199.2,106,33.86,187.3,12,15.92,214.0,85,9.63,13.3,3,3.59,3,0,63.0,0,613.8,0.10263929618768329,206
961,MA,97,408,402-2728,0,0,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,0,72.14,8,693.0,0.10409812409812409,245
962,NJ,107,415,354-9062,0,0,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3,0,60.79,8,589.7,0.10308631507546209,296
963,MO,142,415,417-2054,0,1,30,154.0,75,26.18,165.8,97,14.09,270.0,83,12.15,10.8,5,2.92,1,0,55.339999999999996,11,600.5999999999999,0.09214119214119215,260
964,NY,9,408,353-1941,0,1,31,193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,1,0,62.36,0,600.8999999999999,0.10377766683308373,332
965,AZ,73,415,328-1522,0,0,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,0,59.709999999999994,6,558.1,0.10698799498297795,324
966,NJ,48,510,408-4529,0,1,22,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2,1,63.92000000000001,4,689.7,0.09267797593156446,308
967,WV,43,408,417-5320,0,0,0,230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,9.2,3,2.48,0,0,63.26,3,554.5,0.11408476104598737,371
968,NM,122,408,370-9755,0,1,33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,1,61.88999999999999,10,601.2,0.10294411177644709,327
969,SC,93,415,372-4835,0,0,0,190.2,68,32.33,262.2,64,22.29,130.0,92,5.85,8.8,4,2.38,0,0,62.85,7,591.1999999999999,0.10630920162381598,228
970,VT,85,415,334-6605,0,0,0,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1,0,62.1,7,632.4,0.09819734345351044,296
971,TN,59,415,399-5564,0,0,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5.0,5,1.35,3,0,62.35,4,690.5,0.09029688631426502,262
972,LA,87,415,392-2887,0,0,0,228.7,90,38.88,163.0,99,13.86,154.1,90,6.93,11.8,3,3.19,1,0,62.86,7,557.5999999999999,0.11273314203730274,282
973,OH,137,408,328-2110,0,0,0,144.0,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0,0,49.0,11,466.00000000000006,0.10515021459227467,285
974,OR,21,510,383-5976,0,1,31,135.9,90,23.1,271.0,84,23.04,179.1,89,8.06,9.5,7,2.57,6,0,56.77,1,595.5,0.09533165407220823,270
975,DE,129,510,332-6181,0,0,0,334.3,118,56.83,192.1,104,16.33,191.0,83,8.59,10.4,6,2.81,0,1,84.56,10,727.8,0.11618576532014291,311
976,KY,104,415,330-5255,0,0,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13.0,6,3.51,0,0,48.76,8,539.4,0.0903967371153133,263
977,GA,93,408,413-5190,0,1,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,1,48.209999999999994,7,495.09999999999997,0.09737426782468188,325
978,VT,63,415,394-7447,0,0,0,278.0,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4,1,83.52000000000001,5,781.6,0.1068577277379734,338
979,OR,161,415,353-7096,0,0,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0,0,48.35000000000001,13,551.6,0.08765409717186368,323
980,TX,50,510,395-6002,0,0,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,0,59.4,4,556.2,0.10679611650485436,330
981,MO,103,408,372-9816,0,1,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1,0,53.31,8,626.6,0.08507819980849027,272
982,ND,84,415,400-7253,0,1,33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13.0,18,3.51,1,0,52.89,7,535.3,0.09880440874276107,333
983,MN,92,510,344-7470,0,0,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9.0,4,2.43,1,0,67.59,7,667.3,0.10128877566312004,332
984,NV,77,415,378-8572,0,0,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1,0,61.74000000000001,6,655.0,0.09425954198473284,306
985,NY,64,415,345-9140,1,0,0,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1,1,96.15,5,884.9999999999999,0.10864406779661019,245
986,FL,159,415,340-5460,0,1,15,113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,1,0,43.68,13,466.20000000000005,0.09369369369369368,394
987,KS,110,415,369-8024,1,1,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1,1,78.17,9,717.6,0.10893255295429208,285
988,NV,138,510,395-8595,0,0,0,171.4,117,29.14,115.2,128,9.79,224.5,115,10.1,17.0,4,4.59,3,0,53.620000000000005,11,528.1,0.10153380041658777,364
989,NV,178,408,359-4587,0,0,0,275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,13.6,3,3.67,1,0,73.05,14,623.6,0.11714239897370109,341
990,SC,38,415,375-5439,0,1,31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,0,0,69.26,3,749.9,0.09235898119749301,294
991,MI,50,415,361-3779,0,1,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,2,0,56.09000000000001,4,551.9,0.10163073020474726,301
992,MI,45,510,375-8934,0,1,26,91.7,104,15.59,150.6,119,12.8,63.3,103,2.85,7.7,5,2.08,1,0,33.32,3,313.3,0.10635173954676029,331
